AuthorID,Author,Date,Content,Attachments,Reactions
"232669384282341377","Acid#5432","15-Dec-20 09:46 PM","https://logs.tf/2779265#76561198154593997","",""
"644333502870978564","payload-neo#6486","15-Dec-20 09:46 PM","","https://cdn.discordapp.com/attachments/736465109345370223/788597909557608468/file.jpg",""
"548021234823331842","Eirudy#6764","15-Dec-20 10:16 PM","http://logs.tf/2779332","",""
"644333502870978564","payload-neo#6486","15-Dec-20 10:16 PM","","https://cdn.discordapp.com/attachments/736465109345370223/788605500932751420/file.jpg",""
"548021234823331842","Eirudy#6764","15-Dec-20 11:08 PM","http://logs.tf/2779411","",""
"644333502870978564","payload-neo#6486","15-Dec-20 11:08 PM","","https://cdn.discordapp.com/attachments/736465109345370223/788618470979403816/file.jpg",""
"548021234823331842","Eirudy#6764","15-Dec-20 11:44 PM","http://logs.tf/2779451","",""
"644333502870978564","payload-neo#6486","15-Dec-20 11:45 PM","","https://cdn.discordapp.com/attachments/736465109345370223/788627723080957952/file.jpg",""
"548021234823331842","Eirudy#6764","16-Dec-20 12:07 AM","http://logs.tf/2779470","",""
"644333502870978564","payload-neo#6486","16-Dec-20 12:08 AM","","https://cdn.discordapp.com/attachments/736465109345370223/788633506334507048/file.jpg",""
"548021234823331842","Eirudy#6764","16-Dec-20 12:37 AM","http://logs.tf/2779478","",""
"644333502870978564","payload-neo#6486","16-Dec-20 12:37 AM","","https://cdn.discordapp.com/attachments/736465109345370223/788641055855214642/file.jpg",""
"548021234823331842","Eirudy#6764","16-Dec-20 12:38 AM","250 ping gaming","",""
"220688795014660106","highvoltagefrags#0246","16-Dec-20 01:24 AM","on top neva stop","",""
"615395075123445772","Naga Trinity#9698","20-Dec-20 04:43 PM","https://logs.tf/2783669#76561198834544509","",""
"644333502870978564","payload-neo#6486","20-Dec-20 04:43 PM","","https://cdn.discordapp.com/attachments/736465109345370223/790333695298895890/file.jpg",""
"212990686084071425","drift#6038","20-Dec-20 05:03 PM","naga playing ultiduo and only giving his soldier 81% of total heals","",""
"212990686084071425","drift#6038","20-Dec-20 05:03 PM","Welcome to the naga school of dropping","",""
"615395075123445772","Naga Trinity#9698","20-Dec-20 05:19 PM","It really is a skill","",""
"353747134710939648","Rishi is Here#6891","20-Dec-20 05:31 PM","naga school of med","",""
"353747134710939648","Rishi is Here#6891","20-Dec-20 05:32 PM","make sure to take about 20% of your healing off the top, to keep for yourself","",""
"615395075123445772","Naga Trinity#9698","20-Dec-20 05:38 PM","That's just basic politics","",""
"202941906672549889","shelz0r#4841","20-Dec-20 05:42 PM","I've actually poked around in the logs.tf API and I still don't get how heal %s are calculated","",""
"353747134710939648","Rishi is Here#6891","20-Dec-20 05:48 PM","i assume it has to do with people leaving the game mid-round or something","",""
"615395075123445772","Naga Trinity#9698","20-Dec-20 05:49 PM","Thing is nobody did lel","",""
"353747134710939648","Rishi is Here#6891","20-Dec-20 05:49 PM","hum","",""
"353747134710939648","Rishi is Here#6891","20-Dec-20 05:49 PM","maybe naga really is just stealing heals","",""
"615395075123445772","Naga Trinity#9698","20-Dec-20 08:58 PM","Just realized I had 2:1 KD as med","",""
"465982324622884876","absol#9292","20-Dec-20 10:14 PM","HOW TF","",""
"484929748905099264","Blu2th1000#0753","20-Dec-20 10:15 PM","boutta get carried","",""
"168856879403892737","Old Man#6109","21-Dec-20 12:35 AM","Its cause he had an invite woamer","",""
"503791994712358913","EchoFall#7599","21-Dec-20 01:23 AM","lol yeah it was my first time trying something like this i’m not surprised we lost","",""
"202941906672549889","shelz0r#4841","21-Dec-20 10:18 PM","https://logs.tf/2784776","",""
"202941906672549889","shelz0r#4841","21-Dec-20 10:18 PM","https://logs.tf/2784786","",""
"202941906672549889","shelz0r#4841","21-Dec-20 10:18 PM","https://logs.tf/2784798","",""
"202941906672549889","shelz0r#4841","21-Dec-20 10:19 PM","https://logs.tf/2784819","",""
"202941906672549889","shelz0r#4841","21-Dec-20 10:20 PM","https://logs.tf/2784837","",""
"202941906672549889","shelz0r#4841","21-Dec-20 10:21 PM","https://logs.tf/2784855","",""
"202941906672549889","shelz0r#4841","21-Dec-20 10:21 PM","https://logs.tf/2784874","",""
"548021234823331842","Eirudy#6764","27-Dec-20 10:15 PM","http://logs.tf/2789496","",""
"644333502870978564","payload-neo#6486","27-Dec-20 10:15 PM","","https://cdn.discordapp.com/attachments/736465109345370223/792953936734715954/file.jpg",""
"202941906672549889","shelz0r#4841","01-Jan-21 11:43 PM","https://logs.tf/2793491","",""
"644333502870978564","payload-neo#6486","01-Jan-21 11:43 PM","","https://cdn.discordapp.com/attachments/736465109345370223/794787954593103912/file.jpg",""
"202941906672549889","shelz0r#4841","01-Jan-21 11:43 PM","https://logs.tf/2793539","",""
"644333502870978564","payload-neo#6486","01-Jan-21 11:43 PM","","https://cdn.discordapp.com/attachments/736465109345370223/794787970632122378/file.jpg",""
"202941906672549889","shelz0r#4841","01-Jan-21 11:43 PM","https://logs.tf/2793592","",""
"644333502870978564","payload-neo#6486","01-Jan-21 11:43 PM","","https://cdn.discordapp.com/attachments/736465109345370223/794788032225083412/file.jpg",""
"202941906672549889","shelz0r#4841","12-Jan-21 09:30 PM","https://logs.tf/2804017","",""
"644333502870978564","payload-neo#6486","12-Jan-21 09:30 PM","","https://cdn.discordapp.com/attachments/736465109345370223/798740645396480000/file.jpg",""
"202941906672549889","shelz0r#4841","12-Jan-21 09:30 PM","https://logs.tf/2803975","",""
"644333502870978564","payload-neo#6486","12-Jan-21 09:30 PM","","https://cdn.discordapp.com/attachments/736465109345370223/798740728971919410/file.jpg",""
"465982324622884876","absol#9292","12-Jan-21 09:30 PM","6v7 unfair?","",""
"285226449454235648","heck#1389","12-Jan-21 09:31 PM","ill never break 400 dpm 😦","",""
"202941906672549889","shelz0r#4841","12-Jan-21 09:31 PM","there was a switch out on blu because of internet issues","",""
"285226449454235648","heck#1389","14-Jan-21 12:33 AM","https://logs.tf/2805108","",""
"644333502870978564","payload-neo#6486","14-Jan-21 12:33 AM","","https://cdn.discordapp.com/attachments/736465109345370223/799149125714575390/file.jpg",""
"492938463071698955","Wax#1719","14-Jan-21 12:36 AM","That’s cool","",""
"202941906672549889","shelz0r#4841","14-Jan-21 12:38 AM","https://logs.tf/2805096","",""
"644333502870978564","payload-neo#6486","14-Jan-21 12:38 AM","","https://cdn.discordapp.com/attachments/736465109345370223/799150447469658162/file.jpg",""
"202941906672549889","shelz0r#4841","14-Jan-21 12:38 AM","https://logs.tf/2805078","",""
"644333502870978564","payload-neo#6486","14-Jan-21 12:38 AM","","https://cdn.discordapp.com/attachments/736465109345370223/799150481376280596/file.jpg",""
"202941906672549889","shelz0r#4841","14-Jan-21 12:38 AM","https://logs.tf/2805022","",""
"644333502870978564","payload-neo#6486","14-Jan-21 12:38 AM","","https://cdn.discordapp.com/attachments/736465109345370223/799150506123329566/file.jpg",""
"202941906672549889","shelz0r#4841","14-Jan-21 12:38 AM","https://logs.tf/2804952","",""
"644333502870978564","payload-neo#6486","14-Jan-21 12:38 AM","","https://cdn.discordapp.com/attachments/736465109345370223/799150548485537792/file.jpg",""
"202941906672549889","shelz0r#4841","14-Jan-21 12:39 AM","https://logs.tf/2804896","",""
"644333502870978564","payload-neo#6486","14-Jan-21 12:39 AM","","https://cdn.discordapp.com/attachments/736465109345370223/799150583919542342/file.jpg",""
"202941906672549889","shelz0r#4841","14-Jan-21 12:39 AM","https://logs.tf/2804851","",""
"644333502870978564","payload-neo#6486","14-Jan-21 12:39 AM","","https://cdn.discordapp.com/attachments/736465109345370223/799150607663497306/file.jpg",""
"353747134710939648","Rishi is Here#6891","17-Jan-21 07:20 PM","","https://cdn.discordapp.com/attachments/736465109345370223/800520068529651722/image0.png",""
"178992044532826112","Kibble Bites#2639","17-Jan-21 07:21 PM","**f o u r**","",""
"615395075123445772","Naga Trinity#9698","17-Jan-21 07:21 PM","Fucking third degree scattergun","",""
"548021234823331842","Eirudy#6764","17-Jan-21 07:21 PM","Naga school of getting dropped","",""
"353747134710939648","Rishi is Here#6891","17-Jan-21 07:22 PM","when your soldier watched the matrix","",""
"498198995672236082","『ᴎioƆ』#5604","17-Jan-21 07:23 PM","Can we get a sniper drop","",""
"353747134710939648","Rishi is Here#6891","17-Jan-21 07:24 PM","https://logs.tf/2808598","",""
"644333502870978564","payload-neo#6486","17-Jan-21 07:24 PM","","https://cdn.discordapp.com/attachments/736465109345370223/800520989414129684/file.jpg",""
"353747134710939648","Rishi is Here#6891","17-Jan-21 07:24 PM","least deaths of any player","",""
"353747134710939648","Rishi is Here#6891","17-Jan-21 07:25 PM","drops 4 times","",""
"548021234823331842","Eirudy#6764","17-Jan-21 07:25 PM","Naga moment","",""
"353747134710939648","Rishi is Here#6891","17-Jan-21 07:25 PM","this is a certified Naga Med School™️ moment","",""
"548021234823331842","Eirudy#6764","17-Jan-21 07:26 PM","Pinned a message.","",""
"548021234823331842","Eirudy#6764","17-Jan-21 07:26 PM","That's getting pinned","",""
"353747134710939648","Rishi is Here#6891","17-Jan-21 07:26 PM","why you gotta do him like that","",""
"202941906672549889","shelz0r#4841","17-Jan-21 07:26 PM","ooh i hit an airshot","","pogchamp (5),pugchamp (2)"
"548021234823331842","Eirudy#6764","17-Jan-21 07:26 PM","It's tradition","",""
"733887537667375174","Your Pocket Penguin#8210","17-Jan-21 08:01 PM","ur not memeing if u don't bully naga","",""
"202941906672549889","shelz0r#4841","20-Jan-21 01:02 PM","https://logs.tf/2809465","",""
"644333502870978564","payload-neo#6486","20-Jan-21 01:02 PM","","https://cdn.discordapp.com/attachments/736465109345370223/801512067549888553/file.jpg",""
"202941906672549889","shelz0r#4841","20-Jan-21 01:02 PM","https://logs.tf/2809497","",""
"644333502870978564","payload-neo#6486","20-Jan-21 01:03 PM","","https://cdn.discordapp.com/attachments/736465109345370223/801512116917501992/file.jpg",""
"202941906672549889","shelz0r#4841","20-Jan-21 01:03 PM","https://logs.tf/2809541","",""
"644333502870978564","payload-neo#6486","20-Jan-21 01:03 PM","","https://cdn.discordapp.com/attachments/736465109345370223/801512150353838100/file.jpg",""
"202941906672549889","shelz0r#4841","20-Jan-21 01:03 PM","(from Monday's session)","",""
"498198995672236082","『ᴎioƆ』#5604","20-Jan-21 09:28 PM","https://logs.tf/2811526#76561198356049043","",""
"644333502870978564","payload-neo#6486","20-Jan-21 09:28 PM","","https://cdn.discordapp.com/attachments/736465109345370223/801639449376325683/file.jpg",""
"498198995672236082","『ᴎioƆ』#5604","20-Jan-21 09:29 PM","https://logs.tf/2811582#76561198356049043","",""
"644333502870978564","payload-neo#6486","20-Jan-21 09:29 PM","","https://cdn.discordapp.com/attachments/736465109345370223/801639513981190174/file.jpg",""
"484929748905099264","Blu2th1000#0753","22-Jan-21 07:59 PM","https://logs.tf/2813287","",""
"202941906672549889","shelz0r#4841","22-Jan-21 07:59 PM","https://logs.tf/2813287","",""
"644333502870978564","payload-neo#6486","22-Jan-21 08:00 PM","","https://cdn.discordapp.com/attachments/736465109345370223/802341847409491987/file.jpg",""
"644333502870978564","payload-neo#6486","22-Jan-21 08:00 PM","","https://cdn.discordapp.com/attachments/736465109345370223/802341851620311090/file.jpg",""
"353747134710939648","Rishi is Here#6891","22-Jan-21 08:02 PM","500dpm spy","",""
"353747134710939648","Rishi is Here#6891","22-Jan-21 08:02 PM",":pugchamp:","",""
"202941906672549889","shelz0r#4841","22-Jan-21 08:09 PM","https://logs.tf/2813268","",""
"644333502870978564","payload-neo#6486","22-Jan-21 08:09 PM","","https://cdn.discordapp.com/attachments/736465109345370223/802344309784838184/file.jpg",""
"202941906672549889","shelz0r#4841","22-Jan-21 08:42 PM","https://logs.tf/2813314","",""
"644333502870978564","payload-neo#6486","22-Jan-21 08:42 PM","","https://cdn.discordapp.com/attachments/736465109345370223/802352573049733140/file.jpg",""
"548021234823331842","Eirudy#6764","22-Jan-21 08:47 PM","totaled","",""
"391335299613065236","TPC#9351","23-Jan-21 08:33 AM","6 PUG winstreak 😎","",""
"412012660729708544","ViralMagma#3953","23-Jan-21 03:46 PM","wow okay see ur a little professional.","",""
"202941906672549889","shelz0r#4841","23-Jan-21 03:47 PM","well that won't do, will have to put you on the same team as me next time :)","",""
"391335299613065236","TPC#9351","23-Jan-21 06:39 PM","the prophecy","",""
"456226577798135808","Deleted User#0000","23-Jan-21 06:39 PM","is true","",""
"202941906672549889","shelz0r#4841","23-Jan-21 08:43 PM","https://logs.tf/2814149","",""
"644333502870978564","payload-neo#6486","23-Jan-21 08:43 PM","","https://cdn.discordapp.com/attachments/736465109345370223/802715165526589491/file.jpg",""
"202941906672549889","shelz0r#4841","23-Jan-21 08:43 PM","https://logs.tf/2814183","",""
"644333502870978564","payload-neo#6486","23-Jan-21 08:43 PM","","https://cdn.discordapp.com/attachments/736465109345370223/802715204080631828/file.jpg",""
"202941906672549889","shelz0r#4841","23-Jan-21 08:43 PM","https://logs.tf/2814220","",""
"644333502870978564","payload-neo#6486","23-Jan-21 08:43 PM","","https://cdn.discordapp.com/attachments/736465109345370223/802715239794606080/file.jpg",""
"202941906672549889","shelz0r#4841","23-Jan-21 08:43 PM","https://logs.tf/2814263","",""
"644333502870978564","payload-neo#6486","23-Jan-21 08:43 PM","","https://cdn.discordapp.com/attachments/736465109345370223/802715276126060574/file.jpg",""
"202941906672549889","shelz0r#4841","23-Jan-21 08:44 PM","https://logs.tf/2814308","",""
"644333502870978564","payload-neo#6486","23-Jan-21 08:44 PM","","https://cdn.discordapp.com/attachments/736465109345370223/802715322640498708/file.jpg",""
"202941906672549889","shelz0r#4841","23-Jan-21 08:44 PM","https://logs.tf/2814318","",""
"644333502870978564","payload-neo#6486","23-Jan-21 08:44 PM","","https://cdn.discordapp.com/attachments/736465109345370223/802715365955076136/file.jpg",""
"202941906672549889","shelz0r#4841","23-Jan-21 08:44 PM","https://logs.tf/2814336","",""
"644333502870978564","payload-neo#6486","23-Jan-21 08:44 PM","","https://cdn.discordapp.com/attachments/736465109345370223/802715397098962984/file.jpg",""
"202941906672549889","shelz0r#4841","23-Jan-21 08:45 PM","https://logs.tf/2814373","",""
"644333502870978564","payload-neo#6486","23-Jan-21 08:45 PM","","https://cdn.discordapp.com/attachments/736465109345370223/802715585388871720/file.jpg",""
"202941906672549889","shelz0r#4841","23-Jan-21 08:45 PM","https://logs.tf/2814386","",""
"644333502870978564","payload-neo#6486","23-Jan-21 08:45 PM","","https://cdn.discordapp.com/attachments/736465109345370223/802715651780771840/file.jpg","🍕 (6),🇧🇷 (7),🍖 (5),❤️ (2)"
"202941906672549889","shelz0r#4841","24-Jan-21 07:14 PM","https://logs.tf/2815339","",""
"644333502870978564","payload-neo#6486","24-Jan-21 07:14 PM","","https://cdn.discordapp.com/attachments/736465109345370223/803055157196619816/file.jpg",""
"202941906672549889","shelz0r#4841","24-Jan-21 07:14 PM","https://logs.tf/2815302","",""
"644333502870978564","payload-neo#6486","24-Jan-21 07:14 PM","","https://cdn.discordapp.com/attachments/736465109345370223/803055185215488041/file.jpg",""
"202941906672549889","shelz0r#4841","26-Jan-21 09:06 PM","https://logs.tf/2817412","",""
"644333502870978564","payload-neo#6486","26-Jan-21 09:06 PM","","https://cdn.discordapp.com/attachments/736465109345370223/803808079938060298/file.jpg",""
"202941906672549889","shelz0r#4841","26-Jan-21 09:06 PM","https://logs.tf/2817425","",""
"644333502870978564","payload-neo#6486","26-Jan-21 09:06 PM","","https://cdn.discordapp.com/attachments/736465109345370223/803808120555831296/file.jpg",""
"353747134710939648","Rishi is Here#6891","26-Jan-21 09:06 PM","https://logs.tf/2817454","",""
"644333502870978564","payload-neo#6486","26-Jan-21 09:06 PM","","https://cdn.discordapp.com/attachments/736465109345370223/803808144609509446/file.jpg",""
"353747134710939648","Rishi is Here#6891","26-Jan-21 09:07 PM","270dpm and 8k/17d","",""
"353747134710939648","Rishi is Here#6891","26-Jan-21 09:07 PM","roamer lifestyle","",""
"202941906672549889","shelz0r#4841","27-Jan-21 08:57 PM","https://logs.tf/2818439","",""
"202941906672549889","shelz0r#4841","28-Jan-21 09:44 PM","https://logs.tf/2819458","",""
"644333502870978564","payload-neo#6486","28-Jan-21 09:44 PM","","https://cdn.discordapp.com/attachments/736465109345370223/804542514211454986/file.jpg",""
"202941906672549889","shelz0r#4841","28-Jan-21 09:44 PM","https://logs.tf/2819516","",""
"644333502870978564","payload-neo#6486","28-Jan-21 09:45 PM","","https://cdn.discordapp.com/attachments/736465109345370223/804542596310499328/file.jpg",""
"202941906672549889","shelz0r#4841","28-Jan-21 09:45 PM","https://logs.tf/2819541","",""
"644333502870978564","payload-neo#6486","28-Jan-21 09:45 PM","","https://cdn.discordapp.com/attachments/736465109345370223/804542680193171456/file.jpg",""
"202941906672549889","shelz0r#4841","28-Jan-21 09:59 PM","(had to manually upload the last one because logs.tf timed out during the automatic server upload)","",""
"412012660729708544","ViralMagma#3953","28-Jan-21 11:44 PM","I did alot better than I have ever done before in 6's so I'm happy","","pogchamp (5)"
"465982324622884876","absol#9292","29-Jan-21 11:58 AM","wait 275 dpm","",""
"465982324622884876","absol#9292","29-Jan-21 11:58 AM","do you play flank scout?","",""
"412012660729708544","ViralMagma#3953","29-Jan-21 02:31 PM","yes","",""
"412012660729708544","ViralMagma#3953","29-Jan-21 02:36 PM","I'm not great at it but its fun and i'm trying to improve","",""
